キスメ,,,,名詞,固有名詞,人名,一般,*,*,キスメ,キスメ,キスメ,東方Project
黒谷,,,,名詞,固有名詞,人名,姓,*,*,黒谷,クロダニ,クロダニ,東方Project
ヤマメ,,,,名詞,固有名詞,人名,名,*,*,ヤマメ,ヤマメ,ヤマメ,東方Project
水橋,,,,名詞,固有名詞,人名,姓,*,*,水橋,ミズハシ,ミズハシ,東方Project
パルスィ,,,,名詞,固有名詞,人名,名,*,*,パルスィ,パルスィ,パルスィ,東方Project
星熊,,,,名詞,固有名詞,人名,姓,*,*,星熊,ホシグマ,ホシグマ,東方Project
勇儀,,,,名詞,固有名詞,人名,名,*,*,勇儀,ユウギ,ユウギ,東方Project
古明地,,,,名詞,固有名詞,人名,姓,*,*,古明地,コメイジ,コメイジ,東方Project
さとり,,,,名詞,固有名詞,人名,名,*,*,さとり,サトリ,サトリ,東方Project
火焔猫,,,,名詞,固有名詞,人名,姓,*,*,火焔猫,カエンビョウ,カエンビョー,東方Project
燐,,,,名詞,固有名詞,人名,名,*,*,燐,リン,リン,東方Project
お燐,,,,名詞,固有名詞,人名,一般,*,*,お燐,オリン,オリン,東方Project
霊烏路,,,,名詞,固有名詞,人名,姓,*,*,霊烏路,レイウジ,レイウジ,東方Project
空,,,,名詞,固有名詞,人名,名,*,*,空,ウツホ,ウツホ,東方Project
おくう,,,,名詞,固有名詞,人名,一般,*,*,おくう,オクウ,オクウ,東方Project
こいし,,,,名詞,固有名詞,人名,名,*,*,こいし,コイシ,コイシ,東方Project
ナズーリン,,,,名詞,固有名詞,人名,一般,*,*,ナズーリン,ナズーリン,ナズーリン,東方Project
多々良,,,,名詞,固有名詞,人名,姓,*,*,多々良,タタラ,タタラ,東方Project
小傘,,,,名詞,固有名詞,人名,名,*,*,小傘,コガサ,コガサ,東方Project
雲居,,,,名詞,固有名詞,人名,姓,*,*,雲居,クモイ,クモイ,東方Project
一輪,,,,名詞,固有名詞,人名,名,*,*,一輪,イチリン,イチリン,東方Project
雲山,,,,名詞,固有名詞,人名,一般,*,*,雲山,ウンザン,ウンザン,東方Project
ムラサ,,,,名詞,固有名詞,人名,一般,*,*,ムラサ,ムラサ,ムラサ,東方Project
村紗,,,,名詞,固有名詞,人名,姓,*,*,村紗,ムラサ,ムラサ,東方Project
水蜜,,,,名詞,固有名詞,人名,名,*,*,水蜜,ミナミツ,ミナミツ,東方Project
寅丸,,,,名詞,固有名詞,人名,姓,*,*,寅丸,トラマル,トラマル,東方Project
星,,,,名詞,固有名詞,人名,名,*,*,星,ショウ,ショウ,東方Project
聖,,,,名詞,固有名詞,人名,姓,*,*,聖,ヒジリ,ヒジリ,東方Project
白蓮,,,,名詞,固有名詞,人名,名,*,*,白蓮,ビャクレン,ビャクレン,東方Project
封獣,,,,名詞,固有名詞,人名,姓,*,*,封獣,ホウジュウ,ホージュー,東方Project
